Name,Date,Rate,Votes,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening,Genre,Genre 2,Genre 3
Mayor of Kingstown,1968,No Rate,No Votes,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Thriller
Dances with Wolves,1990,8,"251,045",181,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate,Adventure, Drama, Western
Austin Powers: The Spy Who Shagged Me,1999,6.6,"224,420",95,Film,PG-13,-,Moderate,Mild,Moderate,None,None,Action, Adventure, Comedy
Lie to Me,1999,8,"115,000",43,Series,TV-14,48,Mild,Mild,Mild,Mild,Moderate,Crime, Drama, Mystery
The Bad Batch,2016,5.3,"29,069",118,Film,R,-,Mild,Severe,Moderate,Moderate,Severe,Action, Horror, Mystery
The Age of Adaline,2015,7.2,"163,863",112,Film,PG-13,-,None,Mild,Mild,Mild,Mild,Drama, Fantasy, Romance
Unaired Game of Thrones Prequel Pilot,2019,6.6,90,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Fantasy,,
The Sandlot,1993,7.8,"84,939",101,Film,PG,-,Mild,Mild,Mild,Mild,Mild,Comedy, Drama, Family
Lansky,2021,6.3,"3,082",119,Film,R,-,None,No Rate,No Rate,No Rate,No Rate,Biography, Crime, Drama
A Touch of Frost,2021,7.8,"7,042",105,Series,TV-MA,42,Severe,Moderate,Mild,Mild,Mild,Crime, Drama, Mystery
Despicable Me,2010,7.6,"518,369",95,Film,PG,-,None,Mild,None,None,Mild,Animation, Adventure, Comedy
Annika,2010,6.6,777,None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Mystery
Sliding Doors,1998,6.7,"65,505",99,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild,Comedy, Drama, Fantasy
Archive,2020,6.4,"17,234",109,Film,TV-MA,-,None,Mild,Moderate,Mild,Moderate,Drama, Mystery, Sci-Fi
Before Sunrise,1995,8.1,"287,920",101,Film,R,-,Mild,None,Mild,Mild,None,Drama, Romance,
Rear Window,1954,8.5,"466,908",112,Film,PG,-,Mild,Mild,None,Mild,Moderate,Mystery, Thriller,
Wes Craven's New Nightmare,1994,6.5,"54,771",112,Film,R,-,None,Severe,Mild,Mild,Severe,Fantasy, Horror, Mystery
Madres paralelas,2021,6.7,703,120,Film,R,-,None,No Rate,No Rate,No Rate,No Rate,Drama,,
Major Payne,1995,6.3,"34,115",95,Film,PG-13,-,None,Mild,Mild,None,Mild,Adventure, Comedy, Family
Dark Waters,2019,7.6,"74,353",126,Film,PG-13,-,Mild,Mild,Mild,None,Moderate,Biography, Drama, History
Tangled,2010,7.7,"424,386",100,Film,PG,-,None,Mild,None,Mild,Mild,Animation, Adventure, Comedy
The Pursuit of Happyness,2006,8,"474,940",117,Film,PG-13,-,None,None,Mild,Mild,Mild,Biography, Drama,
"Dr. Quinn, Medicine Woman",2006,6.8,"11,097",60,Series,TV-G,149,Mild,Mild,Mild,No Rate,Mild,Drama, Family, Western
Blood Diamond,2006,8,"520,730",143,Film,R,-,Mild,Severe,Moderate,Moderate,Severe,Adventure, Drama, Thriller
Galaxy Quest,1999,7.3,"157,279",102,Film,PG,-,Mild,Mild,Mild,Mild,Mild,Adventure, Comedy, Sci-Fi
Star Wars: Episode III - Revenge of the Sith,2005,7.5,"739,675",140,Film,PG-13,-,None,Moderate,None,None,Moderate,Action, Adventure, Fantasy
10 Cloverfield Lane,2016,7.2,"306,304",103,Film,PG-13,-,None,Moderate,Mild,Mild,Severe,Action, Drama, Horror
Collateral,2004,7.5,"380,446",120,Film,R,-,None,Severe,Moderate,Mild,Moderate,Crime, Drama, Thriller
The Machinist,2004,7.7,"371,915",101,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate,Drama, Thriller,
Hitman,2007,6.3,"165,179",100,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate,Action, Crime, Thriller
Phantom Thread,2017,7.5,"120,618",130,Film,R,-,Mild,None,Moderate,Mild,Mild,Drama, Romance,
The Others,2001,7.6,"351,662",101,Film,PG-13,-,Mild,Mild,Mild,None,Moderate,Horror, Mystery, Thriller
Hanna,2001,7.5,"28,951",60,Series,TV-MA,22,Mild,Moderate,Moderate,Mild,Moderate,Action, Drama,
Bergman Island,2021,6.7,667,112,Film,R,-,Mild,Mild,Mild,Mild,No Rate,Drama,,
The Haunted Museum,2021,6.9,113,None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate,Horror,,
Pirates of the Caribbean: On Stranger Tides,2011,6.6,"498,859",137,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Fantasy
The Butterfly Effect,2004,7.6,"467,709",113,Film,R,-,Moderate,Severe,Severe,Moderate,Severe,Drama, Sci-Fi, Thriller
Aspirants,2004,9.7,"286,206",45,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Mad About You,2004,6.7,"22,408",22,Series,TV-PG,174,Mild,None,Mild,Mild,No Rate,Comedy, Romance,
American Traitor: The Trial of Axis Sally,2021,5.6,"1,647",109,Film,R,-,Mild,None,None,Mild,Moderate,Drama,,
The Equalizer 2,2018,6.7,"145,993",121,Film,R,-,None,Severe,Severe,Moderate,Severe,Action, Crime, Thriller
Downsizing,2017,5.7,"104,267",135,Film,R,-,Moderate,None,Moderate,Moderate,None,Drama, Fantasy, Sci-Fi
True Grit,2010,7.6,"324,184",110,Film,PG-13,-,None,Severe,Mild,Mild,Moderate,Drama, Western,
The Gray Man,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Thriller,
Babylon Berlin,2022,8.4,"21,539",45,Series,TV-MA,29,Severe,Moderate,Mild,Moderate,Mild,Crime, Drama, Thriller
The Deer Hunter,1978,8.1,"325,388",183,Film,R,-,Mild,Severe,Severe,Mild,Severe,Drama, War,
Shooter,2007,7.2,"321,767",124,Film,R,-,Mild,Severe,Moderate,Mild,Moderate,Action, Drama, Thriller
The Devil's Rejects,2005,6.8,"96,526",107,Film,R,-,Severe,Severe,Severe,Severe,Severe,Crime, Horror, Western
The Last Man on Earth,2005,7.3,"55,588",22,Series,TV-14,67,Moderate,Mild,Mild,Mild,Mild,Action, Comedy, Drama
King Arthur: Legend of the Sword,2017,6.7,"203,421",126,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate,Action, Adventure, Drama
Hannibal,2001,6.8,"264,083",131,Film,R,-,Mild,Severe,Mild,Moderate,Severe,Crime, Drama, Thriller
90210,2001,6.1,"43,462",60,Series,TV-14,114,Moderate,Moderate,Mild,Moderate,Moderate,Comedy, Drama, Romance
Pretty Baby,1978,6.6,"10,412",110,Film,R,-,Severe,Mild,Mild,Mild,Mild,Drama,,
Stargate,1994,7.1,"182,881",116,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Adventure, Sci-Fi
Jacob's Ladder,1990,7.5,"103,508",113,Film,R,-,Moderate,Severe,Moderate,Mild,Severe,Drama, Horror, Mystery
Barbaroslar: Akdeniz'in Kilici,1990,8.8,"1,311",None,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, History
Così fan tutte,1992,5.3,"4,521",93,Film,Not Rated,-,Severe,None,Mild,Mild,None,Comedy, Drama,
Angela Black,1992,6,175,None,Series,None,7,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Young Royals,1992,8.6,"21,677",50,Series,TV-MA,7,Mild,Mild,Mild,Moderate,None,Drama, Romance,
Possessor,2020,6.5,"28,343",103,Film,R,-,Severe,Severe,Moderate,Moderate,Severe,Horror, Mystery, Sci-Fi
The Room,2003,3.7,"85,934",99,Film,R,-,Severe,Mild,Moderate,Mild,Mild,Drama,,
Goosebumps,2015,6.3,"84,668",103,Film,PG,-,None,Mild,Mild,None,Moderate,Adventure, Comedy, Family
Climax,2018,7,"60,305",97,Film,R,-,Moderate,Severe,Severe,Severe,Severe,Drama, Horror, Music
Doraibu mai kâ,2021,7.8,"1,054",179,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Instant Family,2018,7.3,"99,670",118,Film,PG-13,-,Mild,Mild,Moderate,Mild,None,Comedy, Drama,
Fa yeung nin wah,2000,8.1,"137,467",98,Film,PG,-,None,None,None,Mild,None,Drama, Romance,
Terminator Genisys,2015,6.3,"268,152",126,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild,Action, Adventure, Sci-Fi
A Few Good Men,1992,7.7,"247,988",138,Film,R,-,None,Mild,Moderate,Mild,Mild,Drama, Thriller,
Are You Afraid of the Dark?,1992,8.2,"14,165",30,Series,TV-PG,91,Mild,Mild,Mild,Mild,Moderate,Drama, Family, Fantasy
The Comeback Trail,2020,5.6,"4,961",104,Film,E,-,Mild,Moderate,Moderate,Mild,Mild,Comedy, Crime,
The Informer,2019,6.6,"30,857",113,Film,R,-,None,Severe,Severe,Moderate,Moderate,Action, Crime, Drama
Mushoku-tensei ~Isekai ittara honki dasu~,2019,8.3,"4,542",24,Series,TV-14,14,Moderate,Moderate,Mild,Mild,Mild,Animation, Adventure, Fantasy
Gekijouban Poketto monsutâ: koko,2020,6.7,"1,063",99,Film,TV-Y7,-,No Rate,Mild,No Rate,No Rate,No Rate,Animation, Action, Adventure
Star Wars: Episode II - Attack of the Clones,2002,6.5,"667,455",142,Film,PG,-,Mild,Moderate,None,Mild,Moderate,Action, Adventure, Fantasy
Million Dollar Baby,2004,8.1,"659,385",132,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate,Drama, Sport,
Oxygène,2021,6.5,"31,879",100,Film,TV-14,-,None,Mild,Mild,None,Moderate,Drama, Fantasy, Sci-Fi
Double Jeopardy,1999,6.5,"82,174",105,Film,R,-,Moderate,Moderate,Moderate,Mild,Mild,Crime, Drama, Mystery
Cold Mountain,2003,7.2,"144,132",154,Film,R,-,Severe,Severe,Mild,Mild,Severe,Adventure, Drama, History
Orphan Black,2003,8.3,"105,851",44,Series,TV-MA,50,Moderate,Severe,Moderate,Moderate,Moderate,Action, Drama, Sci-Fi
The Love Witch,2016,6.2,"14,713",120,Film,Unrated,-,Moderate,Mild,Mild,Moderate,Mild,Comedy, Horror, Romance
Red Dragon,2002,7.2,"262,623",124,Film,R,-,Moderate,Severe,Moderate,Mild,Severe,Crime, Drama, Thriller
Deep Impact,1998,6.2,"171,079",120,Film,PG-13,-,None,Mild,Moderate,Mild,Moderate,Action, Drama, Sci-Fi
Molly's Game,2017,7.4,"156,671",140,Film,R,-,None,Mild,Moderate,Moderate,Moderate,Biography, Crime, Drama
Supernova,2020,6.9,"8,104",95,Film,R,-,Mild,None,Moderate,Mild,Mild,Drama, Romance,
X-Men: Days of Future Past,2014,7.9,"681,074",132,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Action, Adventure, Sci-Fi
I Am Legend,2007,7.2,"715,105",101,Film,PG-13,-,None,Moderate,Mild,None,Moderate,Action, Adventure, Drama
Silent Hill,2006,6.5,"221,756",125,Film,R,-,Mild,Severe,Moderate,Mild,Severe,Horror, Mystery,
American Sniper,2014,7.3,"459,138",133,Film,R,-,Mild,Severe,Severe,Mild,Severe,Action, Biography, Drama
The Northman,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Drama
Memoria,2021,7.1,638,136,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Miami Vice,2021,7.5,"24,763",48,Series,TV-14,112,Mild,Moderate,Mild,Mild,Mild,Action, Crime, Drama
Happy Death Day,2017,6.6,"128,727",96,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Comedy, Horror, Mystery
Oppenheimer,2023,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Biography, Drama, History
Pacific Rim,2013,6.9,"481,081",131,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate,Action, Adventure, Sci-Fi
Into the Dark,2013,6.4,"4,282",90,Series,TV-MA,24,Mild,Moderate,Moderate,Moderate,No Rate,Drama, Fantasy, Horror
The Running Man,1987,6.7,"146,724",101,Film,R,-,Mild,Severe,Moderate,Mild,Moderate,Action, Sci-Fi, Thriller
The Longest Yard,2005,6.4,"169,841",113,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild,Comedy, Crime, Sport
Ghost Adventures,2005,7.4,"8,689",45,Series,TV-PG,288,Mild,Moderate,Moderate,Mild,Moderate,Documentary, History, Reality-TV
2012,2009,5.8,"364,536",158,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Severe,Action, Adventure, Sci-Fi
Pleasantville,1998,7.5,"125,413",124,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild,Comedy, Drama, Fantasy
Jeepers Creepers,2001,6.2,"119,415",90,Film,R,-,Mild,Severe,Moderate,None,Severe,Horror, Mystery,
Suspiria,1977,7.4,"87,191",99,Film,R,-,None,Severe,Mild,Mild,Severe,Horror,,
Mary Poppins,1964,7.8,"163,973",139,Film,G,-,None,None,None,None,Mild,Comedy, Family, Fantasy
Black-ish,1964,7.1,"21,354",22,Series,TV-PG,164,Mild,Mild,Mild,Mild,None,Comedy,,
Fantastic Four,2005,5.7,"319,379",106,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate,Action, Adventure, Fantasy
The French Connection,1971,7.7,"116,159",104,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate,Action, Crime, Drama
13 Hours,2016,7.3,"129,966",144,Film,R,-,None,Severe,Severe,Mild,Severe,Action, Drama, History
The Phantom of the Opera,2004,7.2,"119,274",143,Film,PG-13,-,Mild,Moderate,None,Mild,Moderate,Drama, Musical, Romance
Overboard,2018,6,"36,544",112,Film,PG-13,-,Mild,None,Mild,Mild,None,Comedy, Romance,
Teen Wolf,1985,6.1,"49,714",91,Film,PG,-,Mild,Mild,Mild,Moderate,Mild,Comedy, Fantasy, Romance
I See You,2019,6.8,"42,984",98,Film,R,-,None,Moderate,Moderate,Mild,Moderate,Crime, Drama, Horror
A Simple Favor,2018,6.8,"139,621",117,Film,R,-,Moderate,Mild,Moderate,Mild,Mild,Comedy, Crime, Mystery
Wonka,2023,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Adventure, Comedy, Family
Lincoln,2012,7.3,"252,587",150,Film,PG-13,-,None,Moderate,Moderate,Mild,Mild,Biography, Drama, History
Big,1988,7.3,"208,676",104,Film,PG,-,Mild,Mild,Moderate,Mild,Mild,Comedy, Drama, Fantasy
Prince of Darkness,1987,6.7,"40,511",102,Film,R,-,None,Severe,Moderate,Mild,Severe,Horror,,
WALL·E,2008,8.4,"1,045,683",98,Film,G,-,None,Mild,None,None,Mild,Animation, Adventure, Family
Naked Singularity,2021,4.5,"1,347",93,Film,R,-,Mild,Severe,Severe,Moderate,No Rate,Comedy, Crime, Drama
Inside Man,2006,7.6,"354,981",129,Film,R,-,Mild,Moderate,Severe,Mild,Moderate,Crime, Drama, Mystery
Christine,1983,6.7,"77,285",110,Film,R,-,Mild,Moderate,Severe,Mild,Moderate,Horror, Thriller,
I'm Thinking of Ending Things,2020,6.6,"74,508",134,Film,R,-,Mild,Mild,Moderate,Mild,Moderate,Drama, Thriller,
Yargi,2020,8.8,627,None,Series,None,4,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
The Lives of Others,2006,8.4,"373,678",137,Film,R,-,Moderate,Mild,Mild,Mild,Moderate,Drama, Mystery, Thriller
Little Children,2006,7.5,"109,373",137,Film,R,-,Severe,Moderate,Mild,Mild,Severe,Drama, Romance,
Space Force,2006,6.7,"50,544",30,Series,TV-MA,20,None,None,Moderate,Mild,None,Comedy,,
Coherence,2013,7.2,"118,395",89,Film,Not Rated,-,None,Mild,Moderate,Moderate,Moderate,Drama, Mystery, Sci-Fi
Hanyo,2010,6.4,"10,226",107,Film,Not Rated,-,Moderate,Moderate,Moderate,Mild,Moderate,Drama, Thriller,
Sense and Sensibility,1995,7.7,"109,600",136,Film,PG,-,None,None,None,None,None,Drama, Romance,
Apollo 13,1995,7.6,"281,533",140,Film,PG,-,Mild,None,Mild,Mild,Mild,Adventure, Drama, History
Batman Returns,1992,7,"286,026",126,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Crime, Fantasy
Annabelle: Creation,2017,6.5,"123,707",109,Film,R,-,None,Moderate,Mild,None,Severe,Horror, Mystery, Thriller
Star Trek Into Darkness,2013,7.7,"472,816",132,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Sci-Fi
The Meg,2018,5.6,"160,906",113,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Horror, Sci-Fi
Mission: Impossible - Rogue Nation,2015,7.4,"355,379",131,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate,Action, Adventure, Thriller
Fried Green Tomatoes,1991,7.7,"70,910",130,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate,Drama,,
The Fate of the Furious,2017,6.6,"219,871",136,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Action, Adventure, Crime
Young Justice,2017,8.6,"35,116",23,Series,TV-PG,98,Mild,Moderate,None,Mild,Moderate,Animation, Action, Adventure
A Classic Horror Story,2021,5.7,"13,501",95,Film,TV-MA,-,Mild,Severe,Moderate,Mild,Severe,Drama, Horror, Mystery
Warm Bodies,2013,6.8,"225,161",98,Film,PG-13,-,None,Moderate,Mild,Mild,Mild,Comedy, Horror, Romance
The Family Man,2013,8.8,"76,310",45,Series,TV-14,19,Mild,Moderate,Moderate,Moderate,Moderate,Action, Comedy, Drama
Flash Gordon,1980,6.5,"53,974",111,Film,PG,-,Mild,Mild,Mild,None,Mild,Action, Adventure, Sci-Fi
We Need to Talk About Kevin,2011,7.5,"145,273",112,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe,Drama, Mystery, Thriller
Kill Bill: Vol. 2,2004,8,"715,826",137,Film,R,-,Mild,Severe,Severe,Moderate,Moderate,Action, Crime, Thriller
Empire Records,1995,6.7,"52,966",90,Film,PG-13,-,Moderate,Mild,Mild,Moderate,Mild,Comedy, Drama, Music
The 40 Year Old Virgin,2005,7.1,"414,222",116,Film,R,-,Severe,Mild,Severe,Moderate,None,Comedy, Romance,
You're Next,2011,6.6,"94,048",95,Film,R,-,Moderate,Severe,Severe,Mild,Severe,Horror, Thriller,
Source Code,2011,7.5,"501,079",93,Film,PG-13,-,None,Moderate,Mild,None,Moderate,Action, Drama, Mystery
Manhunt,2011,8.1,"55,108",60,Series,TV-14,18,None,Moderate,Mild,Mild,Mild,Biography, Crime, Drama
Rush Hour,1998,7,"252,302",98,Film,PG-13,-,None,Moderate,Moderate,Mild,Mild,Action, Comedy, Crime
Saikojiman Gwaenchanha,2020,8.7,"16,038",80,Series,TV-MA,16,None,Mild,Mild,Mild,Moderate,Comedy, Drama, Romance
Scent of a Woman,1992,8,"279,515",156,Film,R,-,None,Mild,Moderate,Moderate,Mild,Drama,,
The Piano,1993,7.6,"82,545",121,Film,R,-,Severe,Moderate,Mild,Mild,Moderate,Drama, Music, Romance
Pirates of the Caribbean: At World's End,2007,7.1,"615,816",169,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Fantasy
The Munsters,2007,7.8,"13,636",30,Series,TV-PG,72,None,Mild,None,Mild,None,Comedy, Family, Fantasy
Marcella,2007,7.4,"27,564",45,Series,TV-MA,24,Moderate,Moderate,Moderate,Mild,Severe,Crime, Drama, Mystery
Dredd,2012,7.1,"263,913",95,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate,Action, Crime, Sci-Fi
I Am Number Four,2011,6.1,"232,432",111,Film,PG-13,-,None,Moderate,Mild,None,Mild,Action, Adventure, Sci-Fi
Noah,2014,5.7,"249,167",138,Film,(Banned),-,Mild,Moderate,None,Mild,Severe,Action, Adventure, Drama
End of Watch,2012,7.6,"236,353",109,Film,R,-,Mild,Severe,Severe,Moderate,Severe,Action, Crime, Drama
Cannibal Holocaust,1980,5.8,"53,274",95,Film,Unrated,-,Severe,Severe,Moderate,Moderate,Severe,Adventure, Horror,
Wanted,2008,6.7,"374,835",110,Film,R,-,Moderate,Severe,Severe,Mild,Moderate,Action, Crime, Thriller
La vérité,2019,6.5,"6,036",106,Film,PG,-,None,None,None,Mild,None,Drama,,
San Andreas,2015,6.1,"224,748",114,Film,PG-13,-,None,Moderate,Mild,None,Moderate,Action, Adventure, Thriller
Moonfall,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Fantasy
Thirteen,2003,6.8,"83,648",100,Film,(Banned),-,Moderate,Moderate,Severe,Severe,Moderate,Drama,,
East of the Mountains,2021,5.6,325,93,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Drama,
Days of Our Lives,2021,5.1,"6,506",60,Series,TV-14,14301,Moderate,Mild,Mild,Moderate,Mild,Drama, Romance,
Would You Rather,2012,5.7,"39,913",93,Film,Not Rated,-,None,Severe,Moderate,Mild,Severe,Horror, Thriller,
Harry Brown,2009,7.2,"86,055",103,Film,R,-,Moderate,Severe,Severe,Severe,Severe,Action, Crime, Drama
I Think You Should Leave with Tim Robinson,2009,7.9,"9,363",16,Series,TV-MA,12,Mild,Mild,Severe,Mild,None,Comedy,,
Memoirs of a Geisha,2005,7.4,"143,435",145,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Drama, Romance,
The Last Ship,2005,7.5,"56,301",60,Series,TV-14,56,None,Moderate,Mild,Mild,Moderate,Action, Drama, Sci-Fi
Pet Sematary,1989,6.6,"98,838",103,Film,R,-,None,Severe,Mild,Mild,Severe,Fantasy, Horror, Thriller
Çukur,1989,7.4,"13,112",120,Series,TV-14,132,Mild,Moderate,Moderate,Mild,Severe,Action, Crime, Thriller
A Menina que Matou os Pais,2021,6.1,"2,307",80,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Thriller
King Kong,2005,7.2,"407,876",187,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Drama
A Nightmare on Elm Street 4: The Dream Master,1988,5.7,"52,975",93,Film,R,-,Moderate,Severe,Moderate,Mild,Severe,Horror,,
Groundhog Day,1993,8,"596,780",101,Film,PG,-,Mild,Mild,Mild,Mild,Mild,Comedy, Fantasy, Romance
Cuckoo,1993,7.2,"8,685",30,Series,TV-14,33,Mild,Mild,Moderate,Mild,None,Comedy,,
Upgrade,2018,7.5,"172,795",100,Film,R,-,None,Severe,Moderate,Mild,Severe,Action, Sci-Fi, Thriller
The Peanut Butter Falcon,2019,7.6,"82,741",97,Film,PG-13,-,None,Mild,Moderate,Mild,Mild,Adventure, Comedy, Drama
The Bill,2019,6.6,"3,365",50,Series,TV-14,2404,Moderate,Moderate,Moderate,Moderate,Moderate,Crime, Drama,
The Little Mermaid,2023,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Adventure, Family, Fantasy
Paranormal Activity: Next of Kin,2021,No Rate,No Votes,120,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate,Horror, Mystery,
Masters of Sex,2021,7.9,"35,815",60,Series,TV-MA,46,Severe,Mild,Mild,Mild,Mild,Drama, Romance,
Gilligan's Island,2021,7.3,"13,877",30,Series,TV-G,99,None,None,None,None,None,Comedy, Family,
Meet Joe Black,1998,7.2,"227,535",178,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Drama, Fantasy, Romance
The Visit,2015,6.2,"122,725",94,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe,Horror, Mystery, Thriller
The Intern,2015,7.1,"237,329",121,Film,PG-13,-,Mild,None,Mild,Mild,None,Comedy, Drama,
Guns Akimbo,2019,6.3,"53,644",98,Film,R,-,Mild,Severe,Severe,Moderate,Moderate,Action, Comedy, Crime
The Haunting in Connecticut,2009,5.9,"60,859",92,Film,PG-13,-,None,Severe,Mild,Mild,Severe,Drama, Horror, Mystery
Teenage Mutant Ninja Turtles,1990,6.8,"89,381",93,Film,PG,-,None,Mild,Mild,Mild,Mild,Action, Adventure, Comedy
A Tale Dark & Grimm,1990,7.4,408,26,Series,TV-Y7,10,None,Severe,None,Mild,Moderate,Animation, Action, Adventure
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.1,"438,879",122,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Adventure,
Snow White and the Huntsman,2012,6.1,"281,060",127,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Drama
John Carter,2012,6.6,"263,224",132,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild,Action, Adventure, Sci-Fi
The Valhalla Murders,2012,7.1,"10,873",50,Series,TV-MA,8,Mild,Moderate,Moderate,Mild,Moderate,Crime, Drama, Mystery
Friday the 13th Part III,1982,5.7,"50,699",95,Film,R,-,Mild,Severe,Moderate,Moderate,Severe,Horror, Thriller,
Legend,1985,6.4,"62,792",94,Film,PG,-,None,Mild,None,None,Mild,Adventure, Fantasy, Romance
Y tu mamá también,2001,7.6,"119,530",106,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
The Last Samurai,2003,7.7,"416,669",154,Film,R,-,None,Severe,Mild,Mild,Moderate,Action, Drama,
Borderlands,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Comedy
Buffy the Vampire Slayer,1992,5.7,"43,049",86,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Action, Comedy, Fantasy
Funhouse,2019,5.3,"5,753",106,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Horror
West Side Story,1961,7.5,"102,038",153,Film,Approved,-,Mild,Mild,Mild,Mild,Moderate,Crime, Drama, Musical
Brothers,2009,7.1,"117,334",105,Film,R,-,Mild,Moderate,Severe,Moderate,Severe,Action, Drama, Thriller
Chinatown,1974,8.2,"310,372",130,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate,Drama, Mystery, Thriller
Miss Scarlet and the Duke,1974,7.6,"4,598",None,Series,TV-14,12,No Rate,Moderate,Moderate,No Rate,No Rate,Crime, Drama,
